región,tipodeservicio,ndeinforme,entidad,títulodelinforme,evento,operativo,npersonasconpresuntarespons,tipoderesponsabilidad,fechaemisión,fechaconclusión,fechapublicación,informe,ficharesumen
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,001-2022-2-2181,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA-LIMA,DESIGNACIÓN Y REMUNERACIÓN DE LOS FUNCIONARIOS Y EMPLEADOS DE CONFIANZA DE LA ENTIDAD,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,18,CIVIL PENAL ADMINISTRATIVO ENTIDAD ADMINISTRATIVO PAS,06/01/2022,06/01/2022,20/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO218100001_ADJUNTO.pdf 2022CPO218100001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO218100001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,022-2021-2-2182,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES,RECEPCIÓN Y ALMACENAMIENTO DE LAS CANASTAS DE ALIMENTOS ENTREGADAS POR EL PNAEQW A LA MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES PARA LA POBLACIÓN EN SITUACIÓN DE VULNERABILIDAD - AÑO 2021,EMERGENCIA SANITARIA - COVID 19,SIN OPERATIVO ASOCIADO,3,CIVIL ADMINISTRATIVO ENTIDAD,29/12/2021,30/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO218200001_ADJUNTO.pdf 2022CPO218200001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO218200001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,018-2021-2-2185,MUNICIPALIDAD DISTRITAL DE SAN LUIS-LIMA,MULTAS PAGADAS POR LA MUNICIPALIDAD COMO RESULTADO DE ACTUACIONES INSPECTIVAS Y PROCEDIMIENTOS SANCIONADORES DESARROLLADOS POR LA SUPERINTENDENCIA NACIONAL DE FISCALIZACIÓN LABORAL - SUNAFIL,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,CIVIL ADMINISTRATIVO ENTIDAD,17/11/2021,17/11/2021,18/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO218500001_ADJUNTO.pdf 2022CPO218500001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO218500001.pdf
JUNIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,016-2021-2-2814,HOSPITAL DE APOYO JUNIN,CONTRATACIÓN DEL SERVICIO DE MÉDICOS ESPECIALISTAS EN LA RED DE SALUD JUNÍN HOSPITAL DE APOYO JUNÍN,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,11,PENAL ADMINISTRATIVO ENTIDAD,20/12/2021,30/12/2021,27/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO281400001_ADJUNTO.pdf 2022CPO281400001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO281400001.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,023-2021-2-2911,MUNICIPALIDAD PROVINCIAL DE HUARMEY,Proceso de Contratación Pública Especial para la Reconstrucción con Cambios PEC-PROC11-2018-MPH/CS-2,RECONSTRUCCIÓN CON CAMBIOS,SIN OPERATIVO ASOCIADO,4,PENAL ADMINISTRATIVO ENTIDAD,15/12/2021,17/12/2021,21/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO291100001_ADJUNTO.pdf 2022CPO291100001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO291100001.pdf
CUSCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,018-2021-2-3471,EPS. SEDACUSCO S.A.,"PAGO DE MULTAS ADMINISTRATIVAS IMPUESTAS POR LA SUNASS A LA EPS SEDACUSCO S.A., RESPECTO DEL INCUMPLIMIENTO DE METAS DE GESTIÓN Y DE MEDIDAS CORRECTIVAS",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,25,CIVIL,30/12/2021,17/01/2022,21/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO347100001_ADJUNTO.pdf 2022CPO347100001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO347100001.pdf
TACNA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,011-2021-2-3476,ENT.PREST.SERVICIOS DE SANEAMIENTO TACNA S.A.,"AL PAGO DE LA FASE 3 DEL SERVICIO DE ACTUALIZACIÓN DEL SISTEMA DE CATASTRO TÉCNICO PARA EL PROYECTO ""REDUCCIÓN DE PÉRDIDAS EN TACNA"" EN EL MARCO DEL ""PROGRAMA DE REDUCCIÓN DE PÉRDIDAS DE AGUA EN CIUDADES DE PROVINCIA, PERÚ""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO347600001_ADJUNTO.pdf 2022CPO347600001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO347600001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,018-2021-2-3601,INTENDENCIA NACIONAL DE BOMBEROS DEL PERÚ O INBP,INMUEBLE DE PROPIEDAD DE LA INTENDENCIA NACIONAL DE BOMBEROS DEL PERÚ EN POSESIÓN DE TERCERO,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,CIVIL ADMINISTRATIVO ENTIDAD,23/12/2021,28/12/2021,19/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO360100001_ADJUNTO.pdf 2022CPO360100001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO360100001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,009-2021-2-3762,HOSPITAL NACIONAL DOS DE MAYO,"MEDICAMENTOS Y DISPOSITIVOS MÉDICOS VENCIDOS DE LOS PERIODOS: 2018, 2019 Y 2020, EN EL HOSPITAL NACIONAL DOS DE MAYO",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,7,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2021,31/12/2021,12/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO376200001_ADJUNTO.pdf 2022CPO376200001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO376200001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,167-2021-2-3792,POLICÍA NACIONAL DEL PERÚ,RECURSOS DIRECTAMENTE RECAUDADOS PERCIBIDOS POR EL FONDO DE APOYO FUNERARIO - FONAFUN,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,9,ADMINISTRATIVO ENTIDAD,23/12/2021,30/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO379200007_ADJUNTO.pdf 2022CPO379200007,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO379200007.pdf
AYACUCHO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,010-2021-2-3904,DIRECCIÓN REGIONAL DE TRANSPORTES Y COMUNICACIONES AYACUCHO,Procedimiento especial de selección para la contratación del servicio de mantenimiento periódico de carretera de la Red Vial Departamental No Pavimentada -Tramo Ay - 108 Emp. Pe-32 (Huancapi),NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL AYACUCHO,6,PENAL ADMINISTRATIVO ENTIDAD,17/12/2021,30/12/2021,17/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO390400001_ADJUNTO.pdf 2022CPO390400001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO390400001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,012-2021-2-4243,ORGANISMO SUPERVISOR DE LA INVERSIÓN EN ENERGÍA Y MINERÍA,SUSCRIPCIÓN DE CONVENIOS DE EXTINCIÓN DE VÍNCULO LABORAL DURANTE LOS AÑOS 2018 Y 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2021,05/01/2022,11/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO424300001_ADJUNTO.pdf 2022CPO424300001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO424300001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,007-2021-2-4343,FUERO MILITAR POLICIAL - EX CONSEJO SUPREMO DE JUSTICIA MILITAR,Presentación de rendiciones de cuentas de gastos por concepto de encargos otorgados en los años 2019 y 2020 al personal del FMP y su registro en los módulos administrativo y contable,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,10,ADMINISTRATIVO ENTIDAD,29/12/2021,30/12/2021,07/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO434300001_ADJUNTO.pdf 2022CPO434300001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO434300001.pdf
CUSCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,012-2021-2-4501,PROYECTO ESPECIAL PLAN MERISS - CUSCO,PAGOS DE BONIFICACIÓN POR ESCOLARIDAD A FAVOR DE CARGOS DE CONFIANZA Y DE DIRECCIÓN,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,10,CIVIL ADMINISTRATIVO ENTIDAD,29/12/2021,11/01/2022,25/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO450100001_ADJUNTO.pdf 2022CPO450100001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO450100001.pdf
CUSCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,020-2021-2-4568,EMPRESA DE GENERACIÓN ELÉCTRICA MACHU PICCHU S.A.- EGEMSA,ESTUDIO DE PREINVERSIÓN DEL PROYECTO AFIANZAMIENTO HÍDRICO DE LA LAGUNA LANGUI LAYO - KUNTURKANKY - CUSCO,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO456800001_ADJUNTO.pdf 2022CPO456800001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO456800001.pdf
P. C. DEL CALLAO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,008-2021-2-4650,EMPRESA DE SERVICIO DE LIMPIEZA MUNICIPAL PUBLICA DEL CALLAO S.A.,VALORIZACIONES POR MAYORES METROS CUADRADOS POR TRABAJOS NO EJECUTADOS EN EL SERVICIO DE BALDEO Y DESINFECCIÓN DE ESLIMP CALLAO S.A.,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,18/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO465000001_ADJUNTO.pdf 2022CPO465000001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO465000001.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,055-2021-2-5332,GOBIERNO REGIONAL ANCASH,"""Contratación del servicio de consultoría para estudios de pre inversión a nivel de perfil por niveles de servicio de la carreteras: Huarmey - Tayca -Aija -Recuay.",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,PENAL ADMINISTRATIVO ENTIDAD,29/12/2021,30/12/2021,26/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO533200005_ADJUNTO.pdf 2022CPO533200005,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO533200005.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,058-2021-2-5332,GOBIERNO REGIONAL ANCASH,"""Proceso de pago percibido por el personal reincorporado por medida cautelar, en la sede del Gobierno Regional de Áncash""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,7,PENAL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,21/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO533200006_ADJUNTO.pdf 2022CPO533200006,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO533200006.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,051-2021-2-5332,MUNICIPALIDAD PROVINCIAL DE MARISCAL LUZURIAGA,"""Ejecución de la fase I y II del servicio de mantenimiento periódico y rutinario del camino vecinal de los tramos: Llama - Pampamarca - Gasga - Machi - Pampachacra - Pumpa 46.78 km (con código de ruta R021322), distrito de Eleazar Guzmán Barrón, provincia de Mariscal Luzuriaga, departamento de Áncash""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,2,PENAL ADMINISTRATIVO ENTIDAD,28/12/2021,30/12/2021,25/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO533200008_ADJUNTO.pdf 2022CPO533200008,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO533200008.pdf
AYACUCHO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,027-2021-2-5335,HOSPITAL REGIONAL DE AYACUCHO,"Registro, autorización y pago del expediente SIAF 0058-2020 en el Hospital Regional Miguel Ángel Mariscal Llerena de Ayacucho correspondiente al año 2020",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL AYACUCHO,5,PENAL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,07/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO533500001_ADJUNTO.pdf 2022CPO533500001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO533500001.pdf
LAMBAYEQUE,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,048-2021-2-5343,GOBIERNO REGIONAL LAMBAYEQUE,ADQUISICIÓN DE EQUIPOS DE HIGIENE Y PROTECCIÓN PERSONAL,NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL LAMBAYEQUE,12,PENAL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,07/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO534300001_ADJUNTO.pdf 2022CPO534300001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO534300001.pdf
MOQUEGUA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,017-2021-2-5347,GOBIERNO REGIONAL MOQUEGUA,"Servicio de consultoría de obra para la elaboración de expediente técnico para el proyecto: ""Mejoramiento y culminación del sistema integral de saneamiento básico del distrito de Samegua-Mariscal Nieto-Moquegua"" II parte",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,PENAL,30/12/2021,30/12/2021,07/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO534700001_ADJUNTO.pdf 2022CPO534700001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO534700001.pdf
TACNA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,027-2021-2-5352,PROYECTO ESPECIAL AFIANZAMIENTO Y AMPLIACION DE LOS RECURSOS HIDRICOS DE TACNA,PAGO DE LIQUIDACIÓN DE BENEFICIOS SOCIALES DE TRABAJADORES DEL PERIODO 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO535200001_ADJUNTO.pdf 2022CPO535200001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO535200001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,019-2021-2-5503,SISTEMA METROPOLITANO DE LA SOLIDARIDAD - SISOL,Doble percepción de ingresos de servidora contratada en el Sistema Metropolitano de la Solidaridad - SISOL,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,1,CIVIL,29/12/2021,30/12/2021,24/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO550300001_ADJUNTO.pdf 2022CPO550300001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO550300001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,018-2021-2-5531,HOSPITAL SAN JUAN DE LURIGANCHO,A LA PRESENTACION DE DOCUMENTACION FALSA PARA LA CONTRATACION DE LOCADOR DE SERVICIO EN EL DEPARTAMENTO DE FARMACIA DEL HSJL,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,1,PENAL,29/12/2021,30/12/2021,14/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO553100001_ADJUNTO.pdf 2022CPO553100001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO553100001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,004-2021-2-5536,DIRECCIÓN NACIONAL DE INTELIGENCIA - DINI,PROCEDIMIENTO DE SELECCIÓN: LICITACIÓN PÚBLICA Nº 002-2019-DINI - REPOSICIÓN DEL SISTEMA DE SEGURIDAD PERIMETRAL,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,ADMINISTRATIVO ENTIDAD,21/12/2021,21/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO553600001_ADJUNTO.pdf 2022CPO553600001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO553600001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,018-2021-2-5685,SERVICIO NACIONAL DE ÁREAS NATURALES PROTEGIDAS POR EL ESTADO - SERNANP,"USO IRREGULAR DEL VEHÍCULO CON PLACA N.º EAC-812, DE PROPIEDAD DE LA ENTIDAD, CONTRARIO A LOS FINES Y OBJETIVOS INSTITUCIONALES",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,2,ADMINISTRATIVO ENTIDAD,28/12/2021,28/12/2021,24/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO568500001_ADJUNTO.pdf 2022CPO568500001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO568500001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,070-2021-2-6351,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,A LA EJECUCIÓN CONTRACTUAL DE LA ADQUISICIÓN DE VESTUARIO INSTITUCIONAL PARA PERSONAL NOMBRADO DE LA DIRIS LIMA ESTE,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,1,PENAL ADMINISTRATIVO ENTIDAD,29/12/2021,04/01/2022,25/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO635100001_ADJUNTO.pdf 2022CPO635100001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO635100001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,018-2021-2-6354,DIRECCIÓN DE REDES INTEGRADAS DE SALUD LIMA CENTRO,AL PROCESO DE C.D Nº 27-2020- DIRIS-LC DEL SERVICIO DE TRANSPORTE PARA EL TRASLADO DE PERSONAL QUE FORMA PARTE DE LOS EQUIPOS DE RESPUESTA RÁPIDA PARA CUBRIR LAS NECESIDADES EN EL MARCO COVID 19,EMERGENCIA SANITARIA - COVID 19,SIN OPERATIVO ASOCIADO,4,CIVIL ADMINISTRATIVO ENTIDAD,28/12/2021,30/12/2021,14/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO635400001_ADJUNTO.pdf 2022CPO635400001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO635400001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,017-2021-2-6402,AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO - ATU,"A LA LIBERACIÓN DE INTERFERENCIAS - ELABORACIÓN DEL EXPEDIENTE TÉCNICO Y EJECUCIÓN DE LA OBRA ADECUACIÓN DE LA INFRAESTRUCTURA VIAL EN EL ENTORNO DE LOS POZOS DE VENTILACIÓN PV20, PV21, PV22 Y PV23 DEL PROYECTO LÍNEA 2 Y RAMAL AV. FAUCETT - AV. GAMBETTA DE LA RED BÁSICA DEL METRO DE LIMA Y CALLAO",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,8,CIVIL ADMINISTRATIVO ENTIDAD,29/12/2021,30/12/2021,24/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO640200001_ADJUNTO.pdf 2022CPO640200001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO640200001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,30644-2021-CG/SALUD-SCE,HOSPITAL NACIONAL DOS DE MAYO,"PROCESO DE ENTREGA, RECEPCIÓN, CONSERVACIÓN Y DISPOSICIÓN FINAL DE 359 VIALES DE VACUNAS PFIZER CONTRA LA COVID-19, CONFORME A LA NORMATIVA VIGENTE, EN EL HOSPITAL NACIONAL DOS DE MAYO Y LA DIRECCIÓN DE REDES INTEGRADAS DE SALUD DE LIMA CENTRO",EMERGENCIA SANITARIA - COVID 19,SIN OPERATIVO ASOCIADO,6,CIVIL ADMINISTRATIVO ENTIDAD,29/12/2021,25/01/2022,28/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPOL31600001_ADJUNTO.pdf 2022CPOL31600001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPOL31600001.pdf
PIURA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,20279-2021-CG/GRPI-SCE,MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE,"Informe de Control Específico Ejecución Contractual del Servicio de Consultoría para la elaboración del expediente técnico de la obra: Instalación del servicio de agua potable y eliminación de de excretas en los caseríos de la zona de San Martin CP03 distrito de Tambogrande, provincia Piura, departamento Piura, código SNIP N°28326401""",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL PIURA,5,PENAL ADMINISTRATIVO ENTIDAD,03/11/2021,03/11/2021,07/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPOL42000004_ADJUNTO.pdf 2022CPOL42000004,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPOL42000004.pdf
PIURA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,29212-2021-CG/GRPI-SCE,MUNICIPALIDAD DISTRITAL DE CATACAOS,"Otorgamiento de adelanto directo excepcional para la reactivación de la obra: ""Mejoramiento del sistema de agua potable y construcción del sistema de alcantarillado en los caseríos de La Legua, San Jacinto, Buenos Aires, Palo Parado y Los Olivos, en el distrito de Catacaos, provincia de Piura - Piura""",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL PIURA,2,PENAL ADMINISTRATIVO ENTIDAD,13/12/2021,14/12/2021,21/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPOL42000008_ADJUNTO.pdf 2022CPOL42000008,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPOL42000008.pdf
TUMBES,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,29206-2021-CG/GRTB-SCE,DIRECCIÓN REGIONAL DE SALUD TUMBES,"Otorgamiento de bonificación extraordinaria a favor del personal asistencia y administrativo, en el marco de la Emergencia Sanitaria Nacional COVID-19",EMERGENCIA SANITARIA - COVID 19,SIN OPERATIVO ASOCIADO,22,CIVIL ADMINISTRATIVO ENTIDAD,10/12/2021,30/12/2021,17/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPOL42200003_ADJUNTO.pdf 2022CPOL42200003,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPOL42200003.pdf
TUMBES,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,29309-2021-CG/GRTB-SCE,PROYECTO ESPECIAL BINACIONAL PUYANGO - TUMBES,"Procedimiento de selección y ejecución de contrato de la obra: Ampliación del servicio de agua para riego irrigación Las Malvinas sector Casablanqueada, distrito San Jacinto, provincia y departamento de Tumbes",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,8,PENAL ADMINISTRATIVO ENTIDAD,17/12/2021,30/12/2021,17/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPOL42200004_ADJUNTO.pdf 2022CPOL42200004,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPOL42200004.pdf
TUMBES,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,29279-2021-CG/GRTB-SCE,GOBIERNO REGIONAL TUMBES,"Ejecución y liquidación de la obra Reparación de vías departamentales en el (la) Ruta Departamental TU 109, Tramo EMP. TU - 108 El Huásimo - Cabo Inga distrito de San Jacinto, provincia Tumbes, departamento Tumbes",RECONSTRUCCIÓN CON CAMBIOS,SIN OPERATIVO ASOCIADO,10,PENAL ADMINISTRATIVO ENTIDAD,16/12/2021,30/12/2021,19/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPOL42200005_ADJUNTO.pdf 2022CPOL42200005,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPOL42200005.pdf
